"Section"	"section_id"	"req_id"	"Test Availability"	"Annotation? "	"New Req for S?"	"New CTS for S?"	"class_def"	"method"	"module"	"Comment(internal) e.g. why a test is not possible "	"Comment (external) "	"New vs Updated(Q)"	"CTS Bug Id "	"CDD Bug Id"	"CDD CL"	"Area"	"Shortened"	"Test Level"	""	"external version"	""	""	""
""	"3.8.4"	"H-1-1"	"03080400.720101"	"3.8.4/H-1-1"	"""[3.8.4/H-1-1]* MUST display     conversation notifications ahead of non conversation notifications with     the exception of ongoing foreground service notifications and     [importance:high](https://developer.android.com/reference/android/app/NotificationManager#IMPORTANCE_HIGH)     notifications.  If Android Handheld device implementations support a lock screen, they:  *   ["""	""	""	""	""	""	""	""	""	""	""	""
""	"7.3.10"	"C-5-1"	"07031000.670501"	"7.3.10/C-5-1"	"""C-5-1] MUST by default require an additional confirmation step     (e.g. a button press). """	""	""	""	""	""	""	""	""	""	""	""
""	"7.3.10"	"C-4-1"	"07031000.670401"	"7.3.10/C-4-1"	"""C-4-1] MUST meet the requirements for **Class 3** or **Class 2** biometric     as defined in this document. """	""	""	""	""	""	""	""	""	""	""	""
"3_18_contacts"	"3.18"	"C-1-2"	"03180000.670102"	"3.18/C-1-2"	"""C-1-2] The      [`ACCOUNT_TYPE`](https://developer.android.com/reference/android/provider/ContactsContract.SyncColumns.html#ACCOUNT_TYPE),      of the **custom local account** MUST be returned by      [`ContactsContract.RawContacts.getLocalAccountType`](https://developer.android.com/reference/android/provider/ContactsContract.RawContacts.html#getLocalAccountType\(\)) """	""	""	""	""	""	""	""	""	""	""	""
""	"7.4.5.2"	"C-0-2"	"07040502.670002"	"7.4.5.2/C-0-2"	"""C-0-2] MUST include an IPv6 networking stack and support IPv6 communication using the managed APIs, such as `java.net.Socket` and `java.net.URLConnection`, as well as the native APIs, such as `AF_INET6` sockets. """	""	""	""	""	""	""	""	""	""	""	""
""	"9.11.3"	"C-0-4"	"09110300.670004"	"9.11.3/C-0-4"	"""C-0-4] The trusted application MUST be implemented in a way such that its      security properties  are not affected (e.g. credential data is not released unless access      control conditions are satisfied, MACs can't be produced for arbitrary      data) even if Android is misbehaving or compromised. """	""	""	""	""	""	""	""	""	""	""	""
""	"9.8.11"	"C-1-1"	"09081100.670101"	"9.8.11/C-1-1"	"""C-1-1] MUST NOT share data blobs belonging to apps beyond what they     intended to allow (i.e. the scope of default access and the other access     modes that can be specified using     [BlobStoreManager.session#allowPackageAccess()](     https://developer.android.com/reference/android/app/blob/BlobStoreManager.Session#allowPackageAccess%28java.lang.String%2C%2520byte%5B%5D%29),     [BlobStoreManager.session#allowSameSignatureAccess()](     https://developer.android.com/reference/android/app/blob/BlobStoreManager.Session#allowSameSignatureAccess%28%29),     or [BlobStoreManager.session#allowPublicAccess()](     https://developer.android.com/reference/android/app/blob/BlobStoreManager.Session#allowPublicAccess%28%29)     MUST NOT be modified). The AOSP reference implementation meets these     requirements.   """	""	""	""	""	""	""	""	""	""	""	""
""	"7.3.13"	"C-1-2"	"07031300.670102"	"7.3.13/C-1-2"	"""C-1-2] MUST support at least two readings between 0 and 360 degrees     (inclusive i.e including 0 and 360 degrees). """	""	""	""	""	""	""	""	""	""	""	""
""	"7.1.4.6"	"H-1-1"	"07010406.720101"	"7.1.4.6/H-1-1"	"""[7.1.4.6/H-1-1] MUST report as output a      protobuf trace that complies with the schema for GPU counters and GPU      renderstages defined in the [Perfetto documentation](https://developer.android.com/studio/command-line/perfetto). *    ["""	""	""	""	""	""	""	""	""	""	""	""
""	"7.4.5.2"	"C-3-1"	"07040502.670301"	"7.4.5.2/C-3-1"	"""C-3-1] MUST support IPv6 operation (IPv6-only and possibly dual-stack) on     cellular.  If device implementations support more than one network type (e.g., Wi-Fi and cellular data), they:  """	""	""	""	""	""	""	""	""	""	""	""
""	"3.1.1"	"C-0-3"	"03010100.670003"	"3.1.1/C-0-3"	"""C-0-3] MUST support all the APIs defined by the extension versions     returned by `android.os.ext.SdkExtensions.getExtensionVersion(int apiLevel)`     in the same manner as other managed APIs are supported, following the     requirements in [section 3.1.  """	""	""	""	""	""	""	""	""	""	""	""
"6_1_developer_tools"	"6.1"	"C-3-1"	"06010000.670301"	"6.1/C-3-1"	"""C-3-1] MUST implement adb via local-area network (such as Ethernet     or Wi-Fi).     """	""	""	""	""	""	""	""	""	""	""	""
""	"7.4.5.3"	"C-1-5"	"07040503.670105"	"7.4.5.3/C-1-5"	"""C-1-5] MUST ensure that, while the user is logging in to a captive     portal, the default network used by applications (as returned by     [`ConnectivityManager.getActiveNetwork`](https://developer.android.com/reference/android/net/ConnectivityManager#getActiveNetwork%28%29),     [`ConnectivityManager.registerDefaultNetworkCallback`](https://developer.android.com/reference/android/net/ConnectivityManager#registerDefaultNetworkCallback%28android.net.ConnectivityManager.NetworkCallback%29),     and used by default by Java networking APIs such as java.net.Socket,     and native APIs such as connect()) is any other available network     that provides internet access, if available.  """	""	""	""	""	""	""	""	""	""	""	""
""	"7.3.10"	"C-3-4"	"07031000.670304"	"7.3.10/C-3-4"	"""C-3-4] MUST challenge the user for the recommended primary     authentication (e.g. PIN, pattern, password) once every 72 hours     or less.  """	""	""	""	""	""	""	""	""	""	""	""
"7_3_sensors"	"7.3"	"C-3-1"	"07030000.670301"	"7.3/C-3-1"	"""C-3-1] MUST set the resolution to 1 for the sensor and report the value     via the [`Sensor.getResolution()`](https://developer.android.com/reference/android/hardware/Sensor#getResolution%28%29)     API method.  If device implementations include a particular sensor type which supports [SensorAdditionalInfo#TYPE_VEC3_CALIBRATION](https://developer.android.com/reference/android/hardware/SensorAdditionalInfo#TYPE_VEC3_CALIBRATION) and the sensor is exposed to third-party developers, they:  """	""	""	""	""	""	""	""	""	""	""	""
""	"7.1.4.2"	"C-1-8"	"07010402.670108"	"7.1.4.2/C-1-8"	"""C-1-8] MUST report the maximum version of the Vulkan dEQP Tests     supported via the `android.software.vulkan.deqp.level` feature flag. """	""	""	""	""	""	""	""	""	""	""	""
""	"9.11.3"	"C-0-2"	"09110300.670002"	"9.11.3/C-0-2"	"""C-0-2] MUST implement the Identity Credential System (e.g. the      `android.security.identity.*` APIs) with code communicating with a trusted      application in an area that is securely isolated from the code running on      the kernel and above. Secure isolation MUST block all potential mechanisms      by which kernel or userspace code might access the internal state of the      isolated environment, including DMA.  """	""	""	""	""	""	""	""	""	""	""	""
""	"3.2.3.5"	"C-2-6"	"03020305.670206"	"3.2.3.5/C-2-6"	"""C-2-6] MUST honor the [android.intent.action.SENDTO](https://developer.android.com/reference/android/content/Intent#ACTION_SENDTO) and [android.intent.action.VIEW](https://developer.android.com/reference/android/content/Intent#ACTION_VIEW) intents and provide an activity to send/display SMS messages. """	""	""	""	""	""	""	""	""	""	""	""
""	"3.2.3.5"	"C-12-2"	"03020305.671202"	"3.2.3.5/C-12-2"	"""C-12-2] MUST honor the [`android.media.action.VIDEO_CAMERA`](https://developer.android.com/reference/android/provider/MediaStore#INTENT_ACTION_VIDEO_CAMERA) intent to launch the camera in video mode as described in the SDK. """	""	""	""	""	""	""	""	""	""	""	""
""	"7.1.1.1"	"C-3-1"	"07010101.670301"	"7.1.1.1/C-3-1"	"""C-3-1] MUST report the position, bounds and state of hinge or fold through      extensions or sidecar APIs to the application.  For details on correctly implementing the sidecar or extension APIs refer to the public documentation of [Window Manager Jetpack]( https://developer.android.com/jetpack/androidx/releases/window).  """	""	""	""	""	""	""	""	""	""	""	""
"9_16_app_data_migration"	"9.16"	"C-1-5"	"09160000.670105"	"9.16/C-1-5"	"""C-1-5] MUST show an indication that the source device has had data      migrated by a device-to-device data migration in the settings menu. A user      SHOULD NOT be able to remove this indication."""	""	""	""	""	""	""	""	""	""	""	""
""	"3.2.3.5"	"C-14-1"	"03020305.671401"	"3.2.3.5/C-14-1"	"""C-14-1] MUST fully implement the [`AutofillService`](https://developer.android.com/reference/android/service/autofill/AutofillService.html) and [`AutofillManager`](https://developer.android.com/reference/android/view/autofill/AutofillManager.html) APIs and honor the [android.settings.REQUEST_SET_AUTOFILL_SERVICE](https://developer.android.com/reference/android/provider/Settings.html#ACTION_REQUEST_SET_AUTOFILL_SERVICE) intent to show a default app settings menu to enable and disable autofill and change the default autofill service for the user.  If device implementations include a pre-installed app or wish to allow third-party apps to access the usage statistics, they:  """	""	""	""	""	""	""	""	""	""	""	""
"6_1_developer_tools"	"6.1"	"C-0-11"	"06010000.670011"	"6.1/C-0-11"	"""C-0-11] MUST support the shell command `cmd testharness`. Upgrading         device implementations from an earlier Android version without a         persistent data block MAY be exempted from C-0-11.     """	""	""	""	""	""	""	""	""	""	""	""
""	"3.2.3.5"	"C-15-1"	"03020305.671501"	"3.2.3.5/C-15-1"	"""C-15-1] MUST still have an activity that handles the [android.settings.ACTION_USAGE_ACCESS_SETTINGS](https://developer.android.com/reference/android/provider/Settings.html#ACTION&lowbar;USAGE&lowbar;ACCESS&lowbar;SETTINGS) intent pattern but MUST implement it as a no-op, that is to have an equivalent behavior as when the user is declined for access.  If device implementations report the feature `android.hardware.audio.output`, they:  """	""	""	""	""	""	""	""	""	""	""	""
""	"7.2.4"	"C-3-2"	"07020400.670302"	"7.2.4/C-3-2"	"""C-3-2] MUST report only `android.hardware.faketouch`. """	""	""	""	""	""	""	""	""	""	""	""
""	"3.8.6"	"C-1-3"	"03080600.670103"	"3.8.6/C-1-3"	"""C-1-3] MUST use the [Roboto version 2.x](https://github.com/google/roboto)     fonts as the out-of-box Sans-serif font family for languages that Roboto     supports.  Android also includes a “Device Default” theme family as a set of defined styles for application developers to use if they want to match the look and feel of the device theme as defined by the device implementer.  *   Device implementations MAY modify the [Device Default theme attributes](     http://developer.android.com/reference/android/R.style.html) exposed to     applications.  Android supports a variant theme with translucent system bars, which allows application developers to fill the area behind the status and navigation bar with their app content. To enable a consistent developer experience in this configuration, it is important the status bar icon style is maintained across different device implementations.  If device implementations include a system status bar, they:  """	""	""	""	""	""	""	""	""	""	""	""
""	"9.11.3"	"C-0-1"	"09110300.670001"	"9.11.3/C-0-1"	"""C-0-1] MUST return non-null for the [IdentityCredentialStore#getInstance()](      https://developer.android.com/reference/android/security/identity/IdentityCredentialStore#getInstance%28android.content.Context%29)      method.  """	""	""	""	""	""	""	""	""	""	""	""
"9_16_app_data_migration"	"9.16"	"C-1-1"	"09160000.670101"	"9.16/C-1-1"	"""C-1-1] MUST NOT initiate transfers of application data from      devices on which the user has not set a primary authentication as      described in [9.11.1 Secure Lock Screen and Authentication](      #9_11_1_secure_lock_screen_and_authentication). """	""	""	""	""	""	""	""	""	""	""	""
""	"3.2.3.5"	"C-13-2"	"03020305.671302"	"3.2.3.5/C-13-2"	"""C-13-2] MUST honor the  intents [android.app.action.ADMIN_POLICY_COMPLIANCE](https://developer.android.com/reference/android/app/admin/DevicePolicyManager#ACTION_ADMIN_POLICY_COMPLIANCE), [android.app.action.GET_PROVISIONING_MODE](https://developer.android.com/reference/android/app/admin/DevicePolicyManager#ACTION_GET_PROVISIONING_MODE), [android.app.action.PROVISIONING_SUCCESSFUL](https://developer.android.com/reference/android/app/admin/DevicePolicyManager#ACTION_PROVISIONING_SUCCESSFUL), [android.app.action.PROVISION_MANAGED_DEVICE](https://developer.android.com/reference/android/app/admin/DevicePolicyManager#ACTION_PROVISION_MANAGED_DEVICE), [android.app.action.PROVISION_MANAGED_PROFILE](https://developer.android.com/reference/android/app/admin/DevicePolicyManager#ACTION_PROVISION_MANAGED_PROFILE), [android.app.action.SET_NEW_PARENT_PROFILE_PASSWORD](https://developer.android.com/reference/android/app/admin/DevicePolicyManager#ACTION_SET_NEW_PARENT_PROFILE_PASSWORD), [android.app.action.SET_NEW_PASSWORD](https://developer.android.com/reference/android/app/admin/DevicePolicyManager#ACTION_SET_NEW_PASSWORD) & [android.app.action.START_ENCRYPTION](https://developer.android.com/reference/android/app/admin/DevicePolicyManager#ACTION_START_ENCRYPTION) and have an activity to provide fulfillment for these intents as described in SDK [here](https://developer.android.com/reference/android/app/admin/DevicePolicyManager).  If device implementations declare the [`android.software.autofill`](https://developer.android.com/reference/android/content/pm/PackageManager.html#FEATURE_AUTOFILL) feature flag, they:  """	""	""	""	""	""	""	""	""	""	""	""
"3_18_contacts"	"3.18"	"C-1-4"	"03180000.670104"	"3.18/C-1-4"	"""C-1-4] Raw contacts inserted into the **custom local account** MUST not be      removed when accounts are added or removed. """	""	""	""	""	""	""	""	""	""	""	""
"7_3_sensors"	"7.3"	"C-4-1"	"07030000.670401"	"7.3/C-4-1"	"""C-4-1] MUST NOT include any fixed, factory-determined calibration     parameters in the data provided.  If device implementations include a combination of 3-axis accelerometer, a 3-axis gyroscope sensor, or a magnetometer sensor, they are:  """	""	""	""	""	""	""	""	""	""	""	""
"4_application-packaging"	"4"	"C-0-8"	"04000000.670008"	"4/C-0-8"	"""C-0-8] MUST implement support for Incremental File System as documented      [here](https://source.android.com/devices/architecture/kernel/incfs).  """	""	""	""	""	""	""	""	""	""	""	""
""	"7.4.3"	"C-3-5"	"07040300.670305"	"7.4.3/C-3-5"	"""C-3-5] MUST implement a Resolvable Private Address (RPA) timeout no longer     than 15 minutes and rotate the address at timeout to protect user privacy.     To prevent timing attacks, timeout intervals MUST also be randomized     between 5 and 15 minutes. *   SHOULD support offloading of the filtering logic to the bluetooth chipset when implementing the [ScanFilter API]( https://developer.android.com/reference/android/bluetooth/le/ScanFilter.html). *   SHOULD support offloading of the batched scanning to the bluetooth chipset. *   SHOULD support multi advertisement with at least 4 slots.  If device implementations support Bluetooth LE and use Bluetooth LE for location scanning, they:  """	""	""	""	""	""	""	""	""	""	""	""
""	"7.5.4"	"C-0-12"	"07050400.670012"	"7.5.4/C-0-12"	"""C-0-12] MUST ensure that the facial appearance is NOT altered, including     but not limited to altering facial geometry, facial skin tone, or facial     skin smoothening for any [`android.hardware.camera2`](https://developer.android.com/reference/android/hardware/camera2/package-summary)     or [`android.hardware.Camera`](https://developer.android.com/reference/android/hardware/Camera)     API. """	""	""	""	""	""	""	""	""	""	""	""
"7_3_sensors"	"7.3"	"C-1-6"	"07030000.670106"	"7.3/C-1-6"	"""C-1-6] MUST [report the event time]( http://developer.android.com/reference/android/hardware/SensorEvent.html#timestamp) in nanoseconds as defined in the Android SDK documentation, representing the time the event happened and synchronized with the SystemClock.elapsedRealtimeNano() clock.  | C-1-6] MUST set a non-zero resolution for all sensors, and report the value     via the [`Sensor.getResolution()`](https://developer.android.com/reference/android/hardware/Sensor#getResolution%28%29)     API method.  Some sensor types are composite, meaning they can be derived from data provided by one or more other sensors. (Examples include the orientation sensor and the linear acceleration sensor.)  Device implementations:  *   SHOULD implement these sensor types, when they include the prerequisite physical sensors as described in [sensor types](https://source.android.com/devices/sensors/sensor-types.html).  If device implementations include a composite sensor, they:  """	""	""	""	""	""	""	""	""	""	""	""
""	"3.2.3.5"	"C-3-2"	"03020305.670302"	"3.2.3.5/C-3-2"	"""C-3-2] MUST honor [android.nfc.cardemulation.action.ACTION_CHANGE_DEFAULT](https://developer.android.com/reference/android/nfc/cardemulation/CardEmulation#ACTION_CHANGE_DEFAULT) intent to show an activity which opens a dialog to ask the user to change the default card emulation service for a certain category as described in the SDK.  If device implementations report `android.hardware.nfc`, they:  """	""	""	""	""	""	""	""	""	""	""	""
""	"7.4.5.2"	"C-4-1"	"07040502.670401"	"7.4.5.2/C-4-1"	"""C-4-1] MUST simultaneously meet the above requirements on each network     when the device is simultaneously connected to more than one network type.  """	""	""	""	""	""	""	""	""	""	""	""
""	"7.4.5.1"	"C-0-1"	"07040501.670001"	"7.4.5.1/C-0-1"	"""C-0-1] MUST include support for one or more forms of data networking. Specifically, device implementations MUST include support for at least one data standard capable of 200 Kbit/sec or greater. Examples of     technologies that satisfy this requirement include EDGE, HSPA, EV-DO,     802.11g, Ethernet and Bluetooth PAN. *   SHOULD also include support for at least one common wireless data standard, such as 802.11 (Wi-Fi), when a physical networking standard (such as Ethernet) is the primary data connection. *   MAY implement more than one form of data connectivity.  """	""	""	""	""	""	""	""	""	""	""	""
""	"7.2.4"	"C-3-3"	"07020400.670303"	"7.2.4/C-3-3"	"""C-3-3] MUST report `TOUCHSCREEN_NOTOUCH` for the [`Configuration.touchscreen`](https://developer.android.com/reference/android/content/res/Configuration.html#touchscreen) API field.  """	""	""	""	""	""	""	""	""	""	""	""
""	"3.2.3.5"	"C-11-1"	"03020305.671101"	"3.2.3.5/C-11-1"	"""C-11-1] MUST have an activity that handles the [`Settings.ACTION_IGNORE_BACKGROUND_DATA_RESTRICTIONS_SETTINGS`](https://developer.android.com/reference/android/provider/Settings#ACTION_IGNORE_BACKGROUND_DATA_RESTRICTIONS_SETTINGS) intent but MAY implement it as a no-op.  If device implementations declare the support for camera via `android.hardware.camera.any` they:  """	""	""	""	""	""	""	""	""	""	""	""
""	"7.4.5.3"	"C-1-2"	"07040503.670102"	"7.4.5.3/C-1-2"	"""C-1-2] MUST perform detection of captive portals and support login     through the captive portal application when the device is connected     to any network type, including cellular/mobile network, WiFi, Ethernet     or Bluetooth. """	""	""	""	""	""	""	""	""	""	""	""
""	"7.4.5.2"	"C-0-3"	"07040502.670003"	"7.4.5.2/C-0-3"	"""C-0-3] MUST enable IPv6 by default.    *   MUST ensure that IPv6 communication is as reliable as IPv4, for example:       """	""	""	""	""	""	""	""	""	""	""	""
""	"9.8.10"	"C-1-3"	"09081000.670103"	"9.8.10/C-1-3"	"""C-1-3] MUST generate requested reports containing at least the following     information:     *   TelephonyDebugService dump     *   TelephonyRegistry dump     *   WifiService dump     *   ConnectivityService dump     *   A dump of the calling package's CarrierService instance (if bound)     *   Radio log buffer """	""	""	""	""	""	""	""	""	""	""	""
""	"3.8.16"	"H-1-2"	"03081600.720102"	"3.8.16/H-1-2"	"""[3.8.16/H-1-2] MUST provide a user     affordance with the ability to add, edit, select, and operate the user’s     favorite device controls from the controls registered by the third-party     applications through the [`ControlsProviderService`](https://developer.android.com/reference/android/service/controls/ControlsProviderService)     and the [`Control`](https://developer.android.com/reference/android/service/controls/Control#getDeviceType%28%29)     APIs. *   ["""	""	""	""	""	""	""	""	""	""	""	""
"9_16_app_data_migration"	"9.16"	"C-1-2"	"09160000.670102"	"9.16/C-1-2"	"""C-1-2] MUST securely confirm the primary authentication on the source      device and confirm with the user intent to copy the data on the source      device before any data is transferred. """	""	""	""	""	""	""	""	""	""	""	""
"9_10_device-integrity"	"9.10"	"C-0-4"	"09100000.670004"	"9.10/C-0-4"	"""C-0-4] MUST NOT allow the read requests on a protected file to succeed      when the read content do not verify against a trusted key. """	""	""	""	""	""	""	""	""	""	""	""
""	"7.1.1.1"	"H-2-1"	"07010101.720201"	"7.1.1.1/H-2-1"	"""[7.1.1.1/H-2-1]* MUST make the logical screen that is made available for third party applications be at least 2.7 inches on the short edge(s). Devices which launched on an API level earlier than that of this document are exempted from this requirement.  If Handheld device implementations claim support for high dynamic range displays through [`Configuration.isScreenHdr()` ](https://developer.android.com/reference/android/content/res/Configuration.html#isScreenHdr%28%29) , they:  *   ["""	""	""	""	""	""	""	""	""	""	""	""
""	"9.9.4"	"C-0-1"	"09090400.670001"	"9.9.4/C-0-1"	"""C-0-1] CE storage MUST NOT be readable even for the attacker who physically has the device and then has these capabilities and limitations:      *   Can use the signing key of any vendor or company to sign arbitrary         messages.     *   Can cause an OTA to be received by the device.     *   Can modify the operation of any hardware (AP, flash etc) except as         detailed below, but such modification involves a delay of at least an         hour and a power cycle that destroys RAM contents.     *   Cannot modify the operation of tamper-resistant hardware (eg Titan M).     *   Cannot read the RAM of the live device.     *   Cannot obtain the user’s credential (PIN, pattern, password) or         otherwise cause it to be entered.  By way of example, a device implementation that implements and complies with all of the descriptions found [here](https://source.android.com/devices/tech/ota/resume-on-reboot) will be compliant with [C-0-1]. """	""	""	""	""	""	""	""	""	""	""	""
""	"7.4.5.2"	"C-1-1"	"07040502.670101"	"7.4.5.2/C-1-1"	"""C-1-1] MUST support dual-stack and IPv6-only operation on Wi-Fi.  If device implementations support Ethernet, they:  """	""	""	""	""	""	""	""	""	""	""	""
""	"3.2.3.5"	"C-10-1"	"03020305.671001"	"3.2.3.5/C-10-1"	"""C-10-1] MUST provide a user interface in the settings, that handles the [`Settings.ACTION_IGNORE_BACKGROUND_DATA_RESTRICTIONS_SETTINGS`](https://developer.android.com/reference/android/provider/Settings.html#ACTION_IGNORE_BACKGROUND_DATA_RESTRICTIONS_SETTINGS) intent, allowing users to add applications to or remove applications from the allow list.  If device implementations do not provide the data saver mode, they:  """	""	""	""	""	""	""	""	""	""	""	""
""	"7.1.4.6"	"H-1-2"	"07010406.720102"	"7.1.4.6/H-1-2"	"""[7.1.4.6/H-1-2] MUST report conformant values      for the device’s GPU counters following the      [gpu counter trace packet proto](https://android.googlesource.com/platform/external/perfetto/+/refs/heads/master/protos/perfetto/trace/gpu/gpu_counter_event.proto). *    ["""	""	""	""	""	""	""	""	""	""	""	""
"9_16_app_data_migration"	"9.16"	"C-1-4"	"09160000.670104"	"9.16/C-1-4"	"""C-1-4] MUST only migrate application data to the same application on the      target device, with the same package name AND signing certificate. """	""	""	""	""	""	""	""	""	""	""	""
